id;stock;news_dt;check_day;open;close;high;low;volume;change;sentiment_summary_avg;sentiment_summary_med;sentiment_title_avg;sentiment_title_med
FEYE_2021-01-14;FEYE;2021-01-14 12:39:12;2021-01-14;0;0;0;0;0;UNCHECKED;0.0;0.0;0.0;0.0
FEYE_2021-01-12;FEYE;2021-01-12 13:00:00;2021-01-12;0;0;0;0;0;UNCHECKED;-0.3182;-0.3182;0.7003;0.7003
FEYE_2021-01-06;FEYE;2021-01-06 15:32:00;2021-01-06;0;0;0;0;0;UNCHECKED;0.4455;0.4455;0.0;0.0
FEYE_2021-01-05;FEYE;2021-01-05 20:55:23;2021-01-06;0;0;0;0;0;UNCHECKED;0.431;0.431;0.0;0.0
FEYE_2021-01-03;FEYE;2021-01-03 15:31:00;2021-01-04;0;0;0;0;0;UNCHECKED;-0.5423;-0.5423;0.0;0.0
FEYE_2020-12-31;FEYE;2020-12-31 12:47:12;2020-12-31;0;0;0;0;0;UNCHECKED;0.8316;0.8316;0.0;0.0
FEYE_2020-12-30;FEYE;2020-12-30 05:10:00;2020-12-30;0;0;0;0;0;UNCHECKED;0.0;0.0;0.4466;0.4466
FEYE_2020-12-28;FEYE;2020-12-28 07:04:09;2020-12-28;0;0;0;0;0;UNCHECKED;0.6597;0.6597;0.5423;0.5423
FEYE_2020-12-24;FEYE;2020-12-24 21:00:00;2020-12-25;0;0;0;0;0;UNCHECKED;0.3694500000000001;0.3477;0.1417666666666666;0.0
FEYE_2020-12-23;FEYE;2020-12-23 19:35:14;2020-12-23;0;0;0;0;0;UNCHECKED;0.60925;0.60925;-0.10115;-0.10115
FEYE_2020-12-21;FEYE;2020-12-21 21:29:00;2020-12-22;0;0;0;0;0;UNCHECKED;-0.2198333333333333;-0.0258;0.1755666666666666;0.0
XPEV_2021-01-19;XPEV;2021-01-19 05:08:01;2021-01-19;0;0;0;0;0;UNCHECKED;0.9001;0.9001;0.0;0.0
XPEV_2021-01-18;XPEV;2021-01-18 14:20:23;2021-01-18;0;0;0;0;0;UNCHECKED;0.45405;0.45405;0.0;0.0
XPEV_2021-01-15;XPEV;2021-01-15 13:07:01;2021-01-15;0;0;0;0;0;UNCHECKED;-0.12675;-0.12675;0.0;0.0
XPEV_2021-01-12;XPEV;2021-01-12 19:00:59;2021-01-12;0;0;0;0;0;UNCHECKED;0.93594;0.93;0.52684;0.5994
XPEV_2021-01-11;XPEV;2021-01-11 21:33:16;2021-01-12;0;0;0;0;0;UNCHECKED;0.497425;0.53895;0.056575;0.0
XPEV_2021-01-08;XPEV;2021-01-08 21:17:34;2021-01-11;0;0;0;0;0;UNCHECKED;0.064;0.064;-0.2294;-0.2294
XPEV_2021-01-07;XPEV;2021-01-07 21:03:52;2021-01-08;0;0;0;0;0;UNCHECKED;0.6134999999999999;0.6134999999999999;-0.0258;-0.0258
XPEV_2021-01-06;XPEV;2021-01-06 23:55:42;2021-01-07;0;0;0;0;0;UNCHECKED;0.7904;0.7904;0.0;0.0
CLNE_2021-01-14;CLNE;2021-01-14 13:55:00;2021-01-14;0;0;0;0;0;UNCHECKED;0.0;0.0;0.4939;0.4939
CLNE_2021-01-07;CLNE;2021-01-07 20:15:34;2021-01-08;0;0;0;0;0;UNCHECKED;0.7848;0.9186;0.3906;0.5859
CLNE_2021-01-06;CLNE;2021-01-06 18:40:00;2021-01-06;0;0;0;0;0;UNCHECKED;0.6124;0.6124;0.5859;0.5859
CLNE_2021-01-05;CLNE;2021-01-05 16:47:00;2021-01-05;0;0;0;0;0;UNCHECKED;0.9432;0.9432;0.5859;0.5859
CLNE_2021-01-03;CLNE;2021-01-03 12:47:00;2021-01-04;0;0;0;0;0;UNCHECKED;0.9403;0.9403;0.6249;0.6249
CLNE_2020-12-31;CLNE;2020-12-31 13:00:00;2020-12-31;0;0;0;0;0;UNCHECKED;0.42405;0.42405;0.62225;0.62225
CLNE_2020-12-30;CLNE;2020-12-30 06:03:26;2020-12-30;0;0;0;0;0;UNCHECKED;0.0772;0.0772;0.5859;0.5859
CLNE_2020-12-27;CLNE;2020-12-27 12:07:00;2020-12-28;0;0;0;0;0;UNCHECKED;0.296;0.296;0.0;0.0
